,image,label
0,ArtDecor/ArtDecor_227_9p_0.jpg,ArtDecor
1,ArtDecor/ArtDecor_066_u3_0.jpg,ArtDecor
2,ArtDecor/ArtDecor_389_x3_1.jpg,ArtDecor
3,ArtDecor/ArtDecor_046_vj_1.jpg,ArtDecor
4,ArtDecor/ArtDecor_181_1r_1.jpg,ArtDecor
5,ArtDecor/ArtDecor_181_1r_0.jpg,ArtDecor
6,ArtDecor/ArtDecor_257_u8_1.jpg,ArtDecor
7,ArtDecor/ArtDecor_120_xt_0.jpg,ArtDecor
8,ArtDecor/ArtDecor_316_il_0.jpg,ArtDecor
9,ArtDecor/ArtDecor_070_lv_0.jpg,ArtDecor
10,ArtDecor/ArtDecor_129_vx_1.jpg,ArtDecor
11,ArtDecor/ArtDecor_034_8q_0.jpg,ArtDecor
12,ArtDecor/[S1][9829_][9829_]NONAGON-style-n9s-home-o_w4_1.jpg,ArtDecor
13,ArtDecor/ArtDecor_164_ed_0.jpg,ArtDecor
14,ArtDecor/ArtDecor_060_7l_0.jpg,ArtDecor
15,ArtDecor/ArtDecor_132_g5_0.jpg,ArtDecor
16,ArtDecor/[S1][9997_]ArtDecor00003_r5_0.jpg,ArtDecor
17,ArtDecor/ArtDecor_190_3y_0.jpg,ArtDecor
18,ArtDecor/ArtDecor_122_36_0.jpg,ArtDecor
19,ArtDecor/[S1][9829_][9829_]NONAGON-style-n9s-home-o_w4_0.jpg,ArtDecor
20,ArtDecor/ArtDecor_156_fi_0.jpg,ArtDecor
21,ArtDecor/ArtDecor_227_9p_1.jpg,ArtDecor
22,ArtDecor/ArtDecor_106_jn_0.jpg,ArtDecor
23,ArtDecor/ArtDecor_005_hs_1.jpg,ArtDecor
24,ArtDecor/ArtDecor_215_cq_1.jpg,ArtDecor
25,ArtDecor/ArtDecor_361_8o_0.jpg,ArtDecor
26,ArtDecor/ArtDecor_261_zw_0.jpg,ArtDecor
27,ArtDecor/[S1]ArtDecoPlus_043_90_0.jpg,ArtDecor
28,ArtDecor/[S1][9938_][9938_]mumbai-apartment-interio_qc_0.jpg,ArtDecor
29,ArtDecor/ArtDecor_326_en_0.jpg,ArtDecor
30,ArtDecor/ArtDecor_361_8o_1.jpg,ArtDecor
31,ArtDecor/[S1][9938_][9938_]mumbai-apartment-interio_qc_1.jpg,ArtDecor
32,ArtDecor/ArtDecor_215_cq_0.jpg,ArtDecor
33,ArtDecor/ArtDecor_265_ni_0.jpg,ArtDecor
34,ArtDecor/[S1]ArtDecoPlus_089_mn_0.jpg,ArtDecor
35,ArtDecor/[S1]ArtDecoPlus_038_pq_0.jpg,ArtDecor
36,ArtDecor/ArtDecor_005_hs_0.jpg,ArtDecor
37,ArtDecor/ArtDecor_064_mm_0.jpg,ArtDecor
38,ArtDecor/ArtDecor_373_gg_0.jpg,ArtDecor
39,ArtDecor/ArtDecor_414_6t_0.jpg,ArtDecor
40,ArtDecor/2-Mobil-fresno_y7_1.jpg,ArtDecor
41,ArtDecor/[S1]ArtDecoPlus_066_9x_0.jpg,ArtDecor
42,ArtDecor/ArtDecor_170_td_1.jpg,ArtDecor
43,ArtDecor/ArtDecor_074_hn_0.jpg,ArtDecor
44,ArtDecor/[S1][9998_]ArtDecor00450_ul_0.jpg,ArtDecor
45,ArtDecor/ArtDecor_066_u3_1.jpg,ArtDecor
46,ArtDecor/ArtDecor_267_wi_0.jpg,ArtDecor
47,ArtDecor/ArtDecor_060_7l_1.jpg,ArtDecor
